No --seed given; using freshly-generated seed=769518776 (saved to runs/gemini-2.5-flash/run_meta.json -- pass --seed 769518776 to reproduce, or just resume against this same --out-dir).
[skip] model=google/gemini-2.5-flash persona=baseline opponent=detective framing=literal persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=baseline opponent=detective framing=literal persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=baseline opponent=detective framing=literal persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=baseline opponent=detective framing=literal persona_context=same rep=8 -- already completed
[skip] model=google/gemini-2.5-flash persona=baseline opponent=detective framing=literal persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=baseline opponent=detective framing=story persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=baseline opponent=detective framing=story persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=baseline opponent=detective framing=story persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=baseline opponent=detective framing=story persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=baseline opponent=detective framing=story persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=baseline opponent=detective framing=story persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=baseline opponent=detective framing=story persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=baseline opponent=detective framing=story persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=baseline opponent=detective framing=story persona_context=same rep=8 -- already completed
[skip] model=google/gemini-2.5-flash persona=baseline opponent=detective framing=story persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=literal persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=literal persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=literal persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=literal persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=literal persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=literal persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=literal persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=literal persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=literal persona_context=same rep=8 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=literal persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=story persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=story persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=story persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=story persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=story persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=story persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=story persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=story persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=story persona_context=same rep=8 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cooperator framing=story persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=literal persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=literal persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=literal persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=literal persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=literal persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=literal persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=literal persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=literal persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=literal persona_context=same rep=8 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=literal persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=story persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=story persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=story persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=story persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=story persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=story persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=story persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=story persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=story persona_context=same rep=8 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=cheater framing=story persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=literal persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=literal persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=literal persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=literal persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=literal persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=literal persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=literal persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=literal persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=literal persona_context=same rep=8 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=literal persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=story persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=story persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=story persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=story persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=story persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=story persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=story persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=story persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=story persona_context=same rep=8 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=copycat framing=story persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=literal persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=literal persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=literal persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=literal persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=literal persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=literal persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=literal persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=literal persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=literal persona_context=same rep=8 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=literal persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=story persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=story persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=story persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=story persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=story persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=story persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=story persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=story persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=story persona_context=same rep=8 -- already completed
[skip] model=google/gemini-2.5-flash persona=bard opponent=detective framing=story persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=literal persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=literal persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=literal persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=literal persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=literal persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=literal persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=literal persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=literal persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=literal persona_context=same rep=8 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=literal persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=story persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=story persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=story persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=story persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=story persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=story persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=story persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=story persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=story persona_context=same rep=8 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cooperator framing=story persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=literal persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=literal persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=literal persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=literal persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=literal persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=literal persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=literal persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=literal persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=literal persona_context=same rep=8 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=literal persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=story persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=story persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=story persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=story persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=story persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=story persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=story persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=story persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=story persona_context=same rep=8 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=cheater framing=story persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=literal persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=literal persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=literal persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=literal persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=literal persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=literal persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=literal persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=literal persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=literal persona_context=same rep=8 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=literal persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=story persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=story persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=story persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=story persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=story persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=story persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=story persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=story persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=story persona_context=same rep=8 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=copycat framing=story persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=literal persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=literal persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=literal persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=literal persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=literal persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=literal persona_context=same rep=5 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=literal persona_context=same rep=6 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=literal persona_context=same rep=7 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=literal persona_context=same rep=9 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=story persona_context=same rep=0 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=story persona_context=same rep=1 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=story persona_context=same rep=2 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=story persona_context=same rep=3 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=story persona_context=same rep=4 -- already completed
[skip] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=story persona_context=same rep=5 -- already completed
[1/165 pending, 400 total] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=literal persona_context=same rep=8 -- ok
[2/165 pending, 400 total] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=story persona_context=same rep=7 -- ok
[3/165 pending, 400 total] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=story persona_context=same rep=8 -- ok
[4/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=literal persona_context=same rep=0 -- ok
[5/165 pending, 400 total] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=story persona_context=same rep=6 -- ok
[6/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=literal persona_context=same rep=1 -- ok
[7/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=literal persona_context=same rep=3 -- ok
[8/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=literal persona_context=same rep=2 -- ok
[9/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=literal persona_context=same rep=5 -- ok
[10/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=literal persona_context=same rep=4 -- ok
[11/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=literal persona_context=same rep=7 -- ok
[12/165 pending, 400 total] model=google/gemini-2.5-flash persona=altruist opponent=detective framing=story persona_context=same rep=9 -- ok
[13/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=story persona_context=same rep=1 -- ok
[14/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=literal persona_context=same rep=6 -- ok
[15/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=story persona_context=same rep=2 -- ok
[16/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=literal persona_context=same rep=8 -- ok
[17/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=story persona_context=same rep=3 -- ok
[18/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=literal persona_context=same rep=9 -- ok
[19/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=story persona_context=same rep=5 -- ok
[20/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=story persona_context=same rep=6 -- ok
[21/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=story persona_context=same rep=7 -- ok
[22/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=story persona_context=same rep=4 -- ok
[23/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=literal persona_context=same rep=1 -- ok
[24/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=story persona_context=same rep=8 -- ok
[25/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=story persona_context=same rep=9 -- ok
[26/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=literal persona_context=same rep=0 -- ok
[27/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=literal persona_context=same rep=4 -- ok
[28/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=literal persona_context=same rep=3 -- ok
[29/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cooperator framing=story persona_context=same rep=0 -- ok
[30/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=literal persona_context=same rep=5 -- ok
[31/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=literal persona_context=same rep=2 -- ok
[32/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=literal persona_context=same rep=6 -- ok
[33/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=literal persona_context=same rep=7 -- ok
[34/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=literal persona_context=same rep=8 -- ok
[35/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=literal persona_context=same rep=9 -- ok
[36/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=story persona_context=same rep=0 -- ok
[37/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=story persona_context=same rep=1 -- ok
[38/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=story persona_context=same rep=6 -- ok
[39/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=story persona_context=same rep=4 -- ok
[40/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=story persona_context=same rep=3 -- ok
[41/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=story persona_context=same rep=2 -- ok
[42/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=story persona_context=same rep=5 -- ok
[43/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=story persona_context=same rep=7 -- ok
[44/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=story persona_context=same rep=8 -- ok
[45/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=literal persona_context=same rep=2 -- ok
[46/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=cheater framing=story persona_context=same rep=9 -- ok
[47/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=literal persona_context=same rep=5 -- ok
[48/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=literal persona_context=same rep=1 -- ok
[49/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=literal persona_context=same rep=4 -- ok
[50/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=literal persona_context=same rep=3 -- ok
[51/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=literal persona_context=same rep=0 -- ok
[52/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=literal persona_context=same rep=6 -- ok
[53/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=literal persona_context=same rep=7 -- ok
[54/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=literal persona_context=same rep=9 -- ok
[55/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=literal persona_context=same rep=8 -- ok
[56/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=story persona_context=same rep=2 -- ok
[57/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=story persona_context=same rep=0 -- ok
[58/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=story persona_context=same rep=3 -- ok
[59/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=story persona_context=same rep=4 -- ok
[60/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=story persona_context=same rep=8 -- ok
[61/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=story persona_context=same rep=5 -- ok
[62/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=story persona_context=same rep=6 -- ok
[63/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=story persona_context=same rep=7 -- ok
[64/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=literal persona_context=same rep=0 -- ok
[65/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=literal persona_context=same rep=2 -- ok
[66/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=story persona_context=same rep=9 -- ok
[67/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=literal persona_context=same rep=1 -- ok
[68/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=literal persona_context=same rep=5 -- ok
[69/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=literal persona_context=same rep=7 -- ok
[70/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=copycat framing=story persona_context=same rep=1 -- ok
[71/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=literal persona_context=same rep=3 -- ok
[72/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=literal persona_context=same rep=4 -- ok
[73/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=story persona_context=same rep=0 -- ok
[74/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=story persona_context=same rep=1 -- ok
[75/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=literal persona_context=same rep=9 -- ok
[76/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=literal persona_context=same rep=6 -- ok
[77/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=literal persona_context=same rep=8 -- ok
[78/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=story persona_context=same rep=5 -- ok
[79/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=story persona_context=same rep=4 -- ok
[80/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=story persona_context=same rep=2 -- ok
[81/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=story persona_context=same rep=6 -- ok
[82/165 pending, 400 total] model=google/gemini-2.5-flash persona=saboteur opponent=detective framing=story persona_context=same rep=9 -- ok
